ebird_code,scientific_name,common_name,alpha
dwahon2,Oedistoma iliolophus,Spectacled Longbill,
pyghon1,Oedistoma pygmaeum,Pygmy Longbill,
yeblon1,Toxorhamphus novaeguineae,Yellow-bellied Longbill,
slclon1,Toxorhamphus poliopterus,Slaty-headed Longbill,
titber1,Oreocharis arfaki,Tit Berrypecker,
creber1,,,
kokako3,Callaeas wilsoni,North Island Kokako,
kokako4,Callaeas cinereus,South Island Kokako,
saddle2,Philesturnus rufusater,North Island Saddleback,
saddle3,Philesturnus carunculatus,South Island Saddleback,
stitch1,Notiomystis cincta,Stitchbird,
easwhi1,Psophodes olivaceus,Eastern Whipbird,
weswhi1,Psophodes nigrogularis,Western Whipbird,
weswhi4,,,
chiwed2,Psophodes cristatus,Chirruping Wedgebill,
chiwed1,Psophodes occidentalis,Chiming Wedgebill,
spjbab1,Ptilorrhoa leucosticta,Spotted Jewel-babbler,
blujeb1,Ptilorrhoa caerulescens,Blue Jewel-babbler,
blujeb2,Ptilorrhoa geislerorum,Brown-headed Jewel-babbler,
cbjbab1,Ptilorrhoa castanonota,Chestnut-backed Jewel-babbler,
spqthr1,Cinclosoma punctatum,Spotted Quail-thrush,
chequt1,Cinclosoma castanotum,Chestnut Quail-thrush,
copqut1,Cinclosoma clarum,Copperback Quail-thrush,
ciqthr1,Cinclosoma cinnamomeum,Cinnamon Quail-thrush,
nulqut1,Cinclosoma alisteri,Nullarbor Quail-thrush,
cbqthr1,Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,
chbqut1,Cinclosoma marginatum,Western Quail-thrush,
paqthr1,Cinclosoma ajax,Painted Quail-thrush,
ruwbat1,Batis diops,Rwenzori Batis,
shtbat1,Batis mixta,Short-tailed Batis,
darbat1,Batis crypta,Dark Batis,
capbat10,Batis capensis,Cape Batis,
woobat1,Batis fratrum,Woodwards' Batis,
chibat1,Batis molitor,Chinspot Batis,
senbat1,Batis senegalensis,Senegal Batis,
gyhbat1,Batis orientalis,Grey-headed Batis,
palbat1,Batis soror,Pale Batis,
pribat1,Batis pririt,Pririt Batis,
bkhbat2,Batis minor,Eastern Black-headed Batis,
bkhbat1,Batis erlangeri,Western Black-headed Batis,
pygbat1,Batis perkeo,Pygmy Batis,
angbat1,Batis minulla,Angola Batis,
verbat1,Batis minima,Gabon Batis,
itubat1,Batis ituriensis,Ituri Batis,
weabat1,Batis occulta,West African Batis,
fepbat1,Batis poensis,Fernando Po Batis,
whtshr1,Lanioturdus torquatus,White-tailed Shrike,
weawae1,Dyaphorophyia hormophora,West African Wattle-eye,
chweye1,Dyaphorophyia castanea,Chestnut Wattle-eye,
baweye1,Platysteira laticincta,Banded Wattle-eye,
btweye1,Platysteira peltata,Black-throated Wattle-eye,
wfweye1,Platysteira albifrons,White-fronted Wattle-eye,
btweye2,Platysteira cyanea,Brown-throated Wattle-eye,
ybweye1,Platysteira concreta,Yellow-bellied Wattle-eye,
rcweye1,Platysteira blissetti,Red-cheeked Wattle-eye,
bnweye1,Platysteira chalybea,Black-necked Wattle-eye,
jaweye1,Platysteira jamesoni,Jameson's Wattle-eye,
fibbus1,Malaconotus cruentus,Fiery-breasted Bushshrike,
monbus1,Malaconotus monteiri,Monteiro's Bushshrike,
gyhbus1,Malaconotus blanchoti,Grey-headed Bushshrike,
grbbus1,Malaconotus gladiator,Green-breasted Bushshrike,
mtkbus1,Chlorophoneus kupeensis,Mount Kupe Bushshrike,
macbus2,Chlorophoneus multicolor,Many-colored Bushshrike,
blfbus1,Chlorophoneus nigrifrons,Black-fronted Bushshrike,
olibus1,Chlorophoneus olivaceus,Olive Bushshrike,
gygbus1,Chlorophoneus bocagei,Bocage's Bushshrike,
subbus1,Chlorophoneus sulfureopectus,Orange-breasted Bushshrike,
focbus2,Telophorus viridis,Gorgeous Bushshrike,
dohbus1,Telophorus dohertyi,Doherty's Bushshrike,
bokmak1,Telophorus zeylonus,Bokmakierie,
ropbus1,Rhodophoneus cruentus,Rosy-patched Bushshrike,
martch2,Bocagia minuta,Marsh Tchagra,
brctch1,Tchagra australis,Brown-crowned Tchagra,
thstch1,Tchagra jamesi,Three-streaked Tchagra,
soutch1,Tchagra tchagra,Southern Tchagra,
bkctch1,Tchagra senegalus,Black-crowned Tchagra,
labpuf1,Dryoscopus sabini,Sabine's Puffback,
pifpuf1,Dryoscopus angolensis,Pink-footed Puffback,
reepuf1,Dryoscopus senegalensis,Red-eyed Puffback,
blbpuf2,Dryoscopus cubla,Black-backed Puffback,
norpuf1,Dryoscopus gambensis,Northern Puffback,
pripuf1,Dryoscopus pringlii,Pringle's Puffback,
soobou1,Laniarius leucorhynchus,Lowland Sooty Boubou,
mosbou1,Laniarius poensis,Mountain Sooty Boubou,
mosbou4,Laniarius holomelas,Albertine Sooty Boubou,
wisbou1,Laniarius willardi,Willard's Sooty Boubou,
fuebou1,Laniarius fuelleborni,Fülleborn's Boubou,
slcbou1,Laniarius funebris,Slate-colored Boubou,
luebus1,Laniarius luehderi,Lühder's Bushshrike,
gabbus1,Laniarius amboimensis,Gabela Bushshrike,
renbus1,Laniarius ruficeps,Red-naped Bushshrike,
trobou2,Laniarius aethiopicus,Ethiopian Boubou,
trobou1,Laniarius major,Tropical Boubou,
zanbou1,Laniarius sublacteus,East Coast Boubou,
soubou1,Laniarius ferrugineus,Southern Boubou,
gabbou1,Laniarius bicolor,Swamp Boubou,
turbou1,Laniarius turatii,Turati's Boubou,
comgon1,Laniarius barbarus,Yellow-crowned Gonolek,
papgon1,Laniarius mufumbiri,Papyrus Gonolek,
blhgon1,Laniarius erythrogaster,Black-headed Gonolek,
crbgon1,Laniarius atrococcineus,Crimson-breasted Shrike,
yebbou1,Laniarius atroflavus,Yellow-breasted Boubou,
brubru1,Nilaus afer,Brubru,
yebboa1,Machaerirhynchus flaviventer,Yellow-breasted Boatbill,
blbboa1,Machaerirhynchus nigripectus,Black-breasted Boatbill,
retvan1,Calicalicus madagascariensis,Red-tailed Vanga,
resvan1,Calicalicus rufocarpalis,Red-shouldered Vanga,
hobvan1,Vanga curvirostris,Hook-billed Vanga,
bervan1,Oriolia bernieri,Bernier's Vanga,
lafvan1,Xenopirostris xenopirostris,Lafresnaye's Vanga,
vadvan1,Xenopirostris damii,Van Dam's Vanga,
polvan1,Xenopirostris polleni,Pollen's Vanga,
sibvan1,Falculea palliata,Sickle-billed Vanga,
whhvan1,Artamella viridis,White-headed Vanga,
chavan2,Leptopterus chabert,Chabert Vanga,
bluvan3,Cyanolanius madagascarinus,Madagascar Blue Vanga,
rufvan1,Schetba rufa,Rufous Vanga,
helvan1,Euryceros prevostii,Helmet Vanga,
tylvan1,Tylas eduardi,Tylas Vanga,
nuthat2,Hypositta corallirostris,Nuthatch Vanga,
darnew1,Newtonia amphichroa,Dark Newtonia,
comnew1,Newtonia brunneicauda,Common Newtonia,
arcnew1,Newtonia archboldi,Archbold's Newtonia,
retnew1,Newtonia fanovanae,Red-tailed Newtonia,
warfly1,Pseudobias wardi,Ward's Vanga,
crobab1,Mystacornis crossleyi,Crossley's Vanga,
whihel1,Prionops plumatus,White-crested Helmetshrike,
chbhel1,Prionops caniceps,Red-billed Helmetshrike,
rubhel1,Prionops rufiventris,Rufous-bellied Helmetshrike,
rethel1,Prionops retzii,Retz's Helmetshrike,
anghel1,Prionops gabela,Gabela Helmetshrike,
chfhel1,Prionops scopifrons,Chestnut-fronted Helmetshrike,
bwfshr1,Hemipus picatus,Bar-winged Flycatcher-shrike,
bwfshr2,Hemipus hirundinaceus,Black-winged Flycatcher-shrike,
larwoo1,Tephrodornis virgatus,Large Woodshrike,
malwoo1,Tephrodornis sylvicola,Malabar Woodshrike,
comwoo1,Tephrodornis pondicerianus,Common Woodshrike,
srlwoo1,Tephrodornis affinis,Sri Lanka Woodshrike,
ruwphi2,Philentoma pyrhoptera,Rufous-winged Philentoma,
mabphi2,Philentoma velata,Maroon-breasted Philentoma,
afrshf1,Megabyas flammulatus,African Shrike-flycatcher,
bawfly1,Bias musicus,Black-and-white Shrike-flycatcher,
borbri1,Pityriasis gymnocephala,Bornean Bristlehead,
ashwoo2,Artamus fuscus,Ashy Woodswallow,
whbwoo4,Artamus leucorynchus,White-breasted Woodswallow,
fijwoo1,Artamus mentalis,Fiji Woodswallow,
whbwoo8,Artamus monachus,Ivory-backed Woodswallow,
grewoo1,Artamus maximus,Great Woodswallow,
maswoo1,Artamus personatus,Masked Woodswallow,
whbwoo5,Artamus superciliosus,White-browed Woodswallow,
blfwoo1,Artamus cinereus,Black-faced Woodswallow,
duswoo1,Artamus cyanopterus,Dusky Woodswallow,
lowpel1,Peltops blainvillii,Lowland Peltops,
moupel1,Peltops montanus,Mountain Peltops,
blabut1,Melloria quoyi,Black Butcherbird,
ausmag2,Gymnorhina tibicen,Australian Magpie,
grybut1,Cracticus torquatus,Grey Butcherbird,
sibbut1,Cracticus argenteus,Silver-backed Butcherbird,
blbbut1,Cracticus mentalis,Black-backed Butcherbird,
piebut1,Cracticus nigrogularis,Pied Butcherbird,
hoobut1,Cracticus cassicus,Hooded Butcherbird,
tagbut1,Cracticus louisiadensis,Tagula Butcherbird,
piecur1,Strepera graculina,Pied Currawong,
blacur2,Strepera fuliginosa,Black Currawong,
grycur1,Strepera versicolor,Grey Currawong,
motwhi1,Rhagologus leucostigma,Mottled Berryhunter,
comior1,Aegithina tiphia,Common Iora,
whtior1,Aegithina nigrolutea,Marshall's Iora,
greior2,Aegithina viridissima,Green Iora,
greior1,Aegithina lafresnayei,Great Iora,
whbmin3,Pericrocotus erythropygius,White-bellied Minivet,
whbmin2,Pericrocotus albifrons,Jerdon's Minivet,
fiemin1,Pericrocotus igneus,Fiery Minivet,
smamin1,Pericrocotus cinnamomeus,Small Minivet,
gycmin1,Pericrocotus solaris,Grey-chinned Minivet,
sunmin1,Pericrocotus miniatus,Sunda Minivet,
shbmin2,Pericrocotus brevirostris,Short-billed Minivet,
flomin1,Pericrocotus lansbergei,Little Minivet,
lotmin1,Pericrocotus ethologus,Long-tailed Minivet,
scamin3,Pericrocotus flammeus,Scarlet Minivet,
scamin1,Pericrocotus speciosus,,
ashmin1,Pericrocotus divaricatus,Ashy Minivet,
ryumin1,Pericrocotus tegimae,Ryukyu Minivet,
brrmin1,Pericrocotus cantonensis,Swinhoe's Minivet,
rosmin1,Pericrocotus roseus,Rosy Minivet,
ashcus2,Ceblepyris cinereus,Madagascar Cuckooshrike,
ashcus3,Ceblepyris cucullatus,Comoro Cuckooshrike,
whbcus2,Ceblepyris pectoralis,White-breasted Cuckooshrike,
grycus1,Ceblepyris caesius,Grey Cuckooshrike,
stbcus1,Coracina caeruleogrisea,Stout-billed Cuckooshrike,
hoocus1,Coracina longicauda,Hooded Cuckooshrike,
cercus1,Coracina temminckii,Cerulean Cuckooshrike,
piecus1,Coracina bicolor,Pied Cuckooshrike,
grocus1,Coracina maxima,Ground Cuckooshrike,
yeecus1,Coracina lineata,Barred Cuckooshrike,
bkfcus1,Coracina novaehollandiae,Black-faced Cuckooshrike,
boycus1,Coracina boyeri,Boyer's Cuckooshrike,
burcus1,Coracina fortis,Buru Cuckooshrike,
walcus1,Coracina personata,Wallacean Cuckooshrike,
melcus3,Coracina welchmani,North Melanesian Cuckooshrike,
melcus1,Coracina caledonica,South Melanesian Cuckooshrike,
babcus1,Coracina striata,Bar-bellied Cuckooshrike,
javcus1,,,
larcus1,,,
slacus1,Coracina schistacea,Slaty Cuckooshrike,
whrcus1,Coracina leucopygia,White-rumped Cuckooshrike,
suncus1,Coracina larvata,Sunda Cuckooshrike,
whbcus1,Coracina papuensis,White-bellied Cuckooshrike,
molcus1,Coracina atriceps,Moluccan Cuckooshrike,
blkcus1,Campephaga flava,Black Cuckooshrike,
rescus1,Campephaga phoenicea,Red-shouldered Cuckooshrike,
petcus1,Campephaga petiti,Petit's Cuckooshrike,
putcus1,Campephaga quiscalina,Purple-throated Cuckooshrike,
golcus1,Campochaera sloetii,Golden Cuckooshrike,
mcgcus1,Malindangia mcgregori,McGregor's Cuckooshrike,
neccus1,Edolisoma anale,New Caledonian Cuckooshrike,
whwcus1,Edolisoma ostentum,White-winged Cuckooshrike,
blacus1,Edolisoma coerulescens,Blackish Cuckooshrike,
bkbcus2,Edolisoma montanum,Black-bellied Cuckooshrike,
sumcus1,Edolisoma dohertyi,Pale-shouldered Cicadabird,
kaicus1,Edolisoma dispar,Kai Cicadabird,
gyhcus1,Edolisoma schisticeps,Grey-headed Cuckooshrike,
bkbcus1,Edolisoma mindanense,Black-bibbed Cicadabird,
cicada7,Edolisoma salomonis,Makira Cicadabird,
soicus1,Edolisoma holopolium,Solomons Cicadabird,
sulcus2,Edolisoma morio,Sulawesi Cicadabird,
papcus1,Edolisoma incertum,Black-shouldered Cicadabird,
cicada1,Edolisoma tenuirostre,Sahul Cicadabird,
mancic1,Edolisoma admiralitatis,Admiralty Cicadabird,
cicada4,Edolisoma monacha,Palau Cicadabird,
cicada5,Edolisoma nesiotis,Yap Cicadabird,
cicada3,Edolisoma insperatum,Pohnpei Cicadabird,
negcus1,Edolisoma melas,Black Cicadabird,
halcus1,Coracina parvula,Halmahera Cuckooshrike,
pygcus1,Celebesica abbotti,Pygmy Cuckooshrike,
blucus1,Cyanograucalus azureus,Blue Cuckooshrike,
poltri1,Lalage maculosa,Polynesian Triller,
whwtri2,Lalage sueurii,White-shouldered Triller,
lottri1,Lalage leucopyga,Long-tailed Triller,
whwtri1,Lalage tricolor,White-winged Triller,
rubtri1,Lalage aurea,Rufous-bellied Triller,
blbtri1,Lalage atrovirens,Black-browed Triller,
bkbtri2,Lalage leucoptera,Biak Triller,
whbtri1,Lalage moesta,White-browed Triller,
vartri1,Lalage leucomela,Varied Triller,
bawtri1,Lalage melanoleuca,Black-and-white Triller,
pietri1,Lalage nigra,Pied Triller,
whrtri1,Lalage leucopygialis,White-rumped Triller,
bkwcus1,Lalage melaschistos,Black-winged Cuckooshrike,
bkhcus1,Lalage melanoptera,Black-headed Cuckooshrike,
indcus1,Lalage polioptera,Indochinese Cuckooshrike,
lescus1,Lalage fimbriata,Lesser Cuckooshrike,
maucus1,Lalage typica,Mauritius Cuckooshrike,
reucus1,Lalage newtoni,Reunion Cuckooshrike,
yellow3,Mohoua ochrocephala,Yellowhead,
whiteh1,Mohoua albicilla,Whitehead,
pipipi1,Mohoua novaeseelandiae,Pipipi,
varsit8,Daphoenositta chrysoptera,Varied Sittella,
blksit1,Daphoenositta miranda,Black Sittella,
watplo1,Eulacestoma nigropectus,Wattled Ploughbill,
runwhi1,Aleadryas rufinucha,Rufous-naped Bellbird,
crepit1,Ornorectes cristatus,Piping Bellbird,
crebel1,Oreoica gutturalis,Crested Bellbird,
cresht1,Falcunculus frontatus,Eastern Shriketit,
mabwhi1,Coracornis raveni,Maroon-backed Whistler,
sansht1,Coracornis sanghirensis,Sangihe Whistler,
blapit1,Melanorectes nigrescens,Black Pitohui,
oliwhi1,Pachycephala olivacea,Olive Whistler,
relwhi1,Pachycephala rufogularis,Red-lored Whistler,
gilwhi1,Pachycephala inornata,Gilbert's Whistler,
manwhi1,Pachycephala cinerea,Mangrove Whistler,
grbwhi1,Pachycephala albiventris,Green-backed Whistler,
whvwhi1,Pachycephala homeyeri,White-vented Whistler,
biawhi1,Pachycephala melanorhyncha,Biak Whistler,
ruswhi1,Pachycephala hyperythra,Rusty Whistler,
brbwhi1,Pachycephala modesta,Brown-backed Whistler,
yebwhi1,Pachycephala philippinensis,Yellow-bellied Whistler,
subwhi1,Pachycephala sulfuriventer,Sulphur-vented Whistler,
borwhi1,Pachycephala hypoxantha,Bornean Whistler,
vogwhi1,Pachycephala meyeri,Vogelkop Whistler,
grywhi2,Pachycephala simplex,Grey Whistler,
sclwhi1,Pachycephala soror,Sclater's Whistler,
rubwhi1,Pachycephala calliope,Tenggara Whistler,
yetwhi1,Pachycephala macrorhyncha,Yellow-throated Whistler,
golwhi2,Pachycephala balim,Baliem Whistler,
bkcwhi1,Pachycephala mentalis,Black-chinned Whistler,
golwhi1,,,
weswhi2,,,
biswhi1,Pachycephala citreogaster,Bismarck Whistler,
oriwhi1,Pachycephala orioloides,Oriole Whistler,
louwhi1,Pachycephala collaris,Louisiade Whistler,
renwhi1,Pachycephala feminina,Rennell Whistler,
necwhi2,Pachycephala chlorura,Melanesian Whistler,
necwhi3,Pachycephala caledonica,New Caledonian Whistler,
fijwhi2,,,
temwhi1,,,
bltwhi1,Pachycephala melanura,Mangrove Golden Whistler,
bohwhi1,Pachycephala richardsi,Bougainville Whistler,
batwhi1,Pachycephala nudigula,Bare-throated Whistler,
lorwhi1,Pachycephala lorentzi,Lorentz's Whistler,
regwhi1,Pachycephala schlegelii,Regent Whistler,
gobwhi1,Pachycephala aurea,Golden-backed Whistler,
rufwhi1,Pachycephala rufiventris,Rufous Whistler,
blhwhi1,Pachycephala monacha,Black-headed Whistler,
whbwhi1,Pachycephala leucogastra,White-bellied Whistler,
walwhi1,Pachycephala arctitorquis,Wallacean Whistler,
drawhi1,Pachycephala griseonota,Drab Whistler,
drawhi3,,,
whbwhi2,Pachycephala lanioides,White-breasted Whistler,
mornin1,Pachycephala tenebrosa,Morningbird,
whbpit1,Pseudorectes incertus,White-bellied Pitohui,
ruspit1,Pseudorectes ferrugineus,Rusty Pitohui,
bowsht1,Colluricincla boweri,Bower's Shrikethrush,
rufsht2,Colluricincla megarhyncha,Little Shrikethrush,
litshr5,Colluricincla fortis,,
litshr6,Colluricincla affinis,,
litshr1,Colluricincla obscura,,
litshr4,Colluricincla discolor,,
litshr3,Colluricincla tappenbecki,,
litshr2,Colluricincla rufogaster,,
grysht1,Colluricincla harmonica,Grey Shrikethrush,
yebshr1,Corvinella corvina,Yellow-billed Shrike,
magshr1,Urolestes melanoleucus,Magpie Shrike,
whrshr1,Eurocephalus ruppelli,Northern White-crowned Shrike,
whcshr1,Eurocephalus anguitimens,Southern White-crowned Shrike,
tigshr1,Lanius tigrinus,Tiger Shrike,
soushr3,Lanius souzae,Souza's Shrike,
buhshr1,Lanius bucephalus,Bull-headed Shrike,
brnshr,Lanius cristatus,Brown Shrike,BROS
rebshr1,Lanius collurio,Red-backed Shrike,RBSH
isashr1,Lanius isabellinus,Isabelline Shrike,
rutshr2,Lanius phoenicuroides,Red-tailed Shrike,
burshr1,Lanius collurioides,Burmese Shrike,
babshr1,Lanius vittatus,Bay-backed Shrike,
gybshr1,Lanius tephronotus,Grey-backed Shrike,
gycshr1,Lanius validirostris,Mountain Shrike,
macshr1,Lanius mackinnoni,Mackinnon's Shrike,
legshr2,Lanius minor,Lesser Grey Shrike,
logshr,Lanius ludovicianus,Loggerhead Shrike,LOSH
norshr4,Lanius borealis,Northern Shrike,NSHR
norshr1,Lanius excubitor,Great Grey Shrike,
ibgshr1,Lanius meridionalis,Iberian Grey Shrike,
chgshr1,Lanius sphenocercus,Chinese Grey Shrike,
gybfis1,Lanius excubitoroides,Grey-backed Fiscal,
lotfis1,Lanius cabanisi,Long-tailed Fiscal,
taifis1,Lanius dorsalis,Taita Fiscal,
somfis1,Lanius somalicus,Somali Fiscal,
norfis1,Lanius humeralis,Northern Fiscal,
soufis1,Lanius collaris,Southern Fiscal,
wooshr1,Lanius senator,Woodchat Shrike,
masshr1,Lanius nubicus,Masked Shrike,
grsbab1,Pteruthius xanthochlorus,Green Shrike-babbler,
besbab1,Pteruthius melanotis,Black-eared Shrike-babbler,
bhsbab1,Pteruthius rufiventer,Black-headed Shrike-babbler,
himshb1,,,
whbshb1,Pteruthius aeralatus,White-browed Shrike-babbler,
dalshb1,,,
clishb1,Pteruthius intermedius,Clicking Shrike-babbler,
whbyuh1,Erpornis zantholeuca,White-bellied Erpornis,
rubpep1,Cyclarhis gujanensis,Rufous-browed Peppershrike,RBPE
blbpep1,Cyclarhis nigrirostris,Black-billed Peppershrike,
cssvir1,Vireolanius melitophrys,Chestnut-sided Shrike-Vireo,CSSV
grsvir1,Vireolanius pulchellus,Green Shrike-Vireo,GRSV
ybsvir1,Vireolanius eximius,Yellow-browed Shrike-Vireo,YBSV
scsvir1,Vireolanius leucotis,Slaty-capped Shrike-Vireo,
gyegre1,Hylophilus amaurocephalus,Grey-eyed Greenlet,
rucgre1,Hylophilus poicilotis,Rufous-crowned Greenlet,
oligre1,Hylophilus olivaceus,Olivaceous Greenlet,
ashgre1,Hylophilus pectoralis,Ashy-headed Greenlet,
brhgre1,Hylophilus brunneiceps,Brown-headed Greenlet,
lecgre2,Hylophilus thoracicus,Lemon-chested Greenlet,
scrgre1,Hylophilus flavipes,Scrub Greenlet,SCRG
gycgre1,Hylophilus semicinereus,Grey-chested Greenlet,
tacgre1,Tunchiornis ochraceiceps,Ochre-crowned Greenlet,TCGR
lesgre1,Pachysylvia decurtata,Lesser Greenlet,LESG
ducgre1,Pachysylvia hypoxantha,Dusky-capped Greenlet,
bucgre1,Pachysylvia muscicapina,Buff-cheeked Greenlet,
gofgre1,Pachysylvia aurantiifrons,Golden-fronted Greenlet,GFGR
rungre1,Pachysylvia semibrunnea,Rufous-naped Greenlet,
golvir1,Vireo hypochryseus,Golden Vireo,GOVI
yegvir,Vireo flavoviridis,Yellow-green Vireo,YGVI
reevir1,Vireo olivaceus,Red-eyed Vireo,REVI
yucvir,Vireo magister,Yucatan Vireo,YUVI
bkwvir,Vireo altiloquus,Black-whiskered Vireo,BWVI
chivir1,Vireo chivi,Chivi Vireo,
norvir1,Vireo gracilirostris,Noronha Vireo,
tepgre1,Vireo sclateri,Tepui Vireo,
phivir,Vireo philadelphicus,Philadelphia Vireo,PHVI
warvir,Vireo gilvus,Warbling Vireo,WAVI
brcvir1,Vireo leucophrys,Brown-capped Vireo,BCAV
hutvir,Vireo huttoni,Hutton's Vireo,HUVI
gryvir,Vireo vicinior,Grey Vireo,GRVI
yetvir,Vireo flavifrons,Yellow-throated Vireo,YTVI
yewvir1,Vireo carmioli,Yellow-winged Vireo,YWVI
chovir1,Vireo masteri,Choco Vireo,
buhvir,Vireo solitarius,Blue-headed Vireo,BHVI
casvir,Vireo cassinii,Cassin's Vireo,CAVI
plsvir,Vireo plumbeus,Plumbeous Vireo,PLVI
flbvir1,Vireo nanus,Flat-billed Vireo,FBVI
manvir1,Vireo pallens,Mangrove Vireo,MAVI
thbvir2,,,
cozvir1,Vireo bairdi,Cozumel Vireo,COVI
stavir1,Vireo caribaeus,San Andres Vireo,SAVI
whevir,Vireo griseus,White-eyed Vireo,WEVI
thbvir,Vireo crassirostris,Thick-billed Vireo,TBVI
jamvir1,Vireo modestus,Jamaican Vireo,JAVI
cubvir1,Vireo gundlachii,Cuban Vireo,CUVI
belvir,Vireo bellii,Bell's Vireo,BEVI
purvir1,Vireo latimeri,Puerto Rican Vireo,PRVI
bkcvir1,Vireo atricapilla,Black-capped Vireo,BCVI
dwavir1,Vireo nelsoni,Dwarf Vireo,DWVI
slavir1,Vireo brevipennis,Slaty Vireo,SLVI
grnfig1,Sphecotheres viridis,Green Figbird,
wetfig1,Sphecotheres hypoleucus,Wetar Figbird,
ausfig1,Sphecotheres vieilloti,Australasian Figbird,
varpit2,Pitohui kirhocephalus,Northern Variable Pitohui,
varpit4,Pitohui cerviniventris,Raja Ampat Pitohui,
varpit3,Pitohui uropygialis,Southern Variable Pitohui,
hoopit1,Pitohui dichrous,Hooded Pitohui,
serori1,Oriolus forsteni,Grey-collared Oriole,
halori1,Oriolus phaeochromus,Dusky-brown Oriole,
olbori1,Oriolus sagittatus,Olive-backed Oriole,
timori1,Oriolus melanotis,Timor Oriole,
timori3,Oriolus finschi,Wetar Oriole,
burori3,Oriolus decipiens,Tanimbar Oriole,
broori1,Oriolus szalayi,Brown Oriole,
greori1,Oriolus flavocinctus,Green Oriole,
bacori1,Oriolus consanguineus,Black-and-crimson Oriole,
marori2,Oriolus traillii,Maroon Oriole,
blhori1,Oriolus xanthornus,Black-hooded Oriole,
datori1,Oriolus xanthonotus,Dark-throated Oriole,
phiori1,Oriolus steerii,Philippine Oriole,
whlori1,Oriolus albiloris,White-lored Oriole,
grhori1,Oriolus chlorocephalus,Green-headed Oriole,
wbhori1,Oriolus brachyrynchus,Western Oriole,
abhori1,Oriolus larvatus,Black-headed Oriole,
dahori1,Oriolus monacha,Ethiopian Oriole,
bltori1,Oriolus percivali,Mountain Oriole,
blwori1,Oriolus nigripennis,Black-winged Oriole,
afgori2,Oriolus auratus,African Golden Oriole,
ingori1,Oriolus kundoo,Indian Golden Oriole,
eugori2,Oriolus oriolus,Eurasian Golden Oriole,
slbori1,Oriolus tenuirostris,Slender-billed Oriole,
brodro1,Dicrurus aeneus,Bronzed Drongo,
lrtdro1,Dicrurus remifer,Lesser Racket-tailed Drongo,
crbdro1,Dicrurus annectens,Crow-billed Drongo,
grtdro1,Dicrurus paradiseus,Greater Racket-tailed Drongo,
srldro1,Dicrurus lophorinus,Sri Lanka Drongo,
anddro1,Dicrurus andamanensis,Andaman Drongo,
suldro1,Dicrurus montanus,Sulawesi Drongo,
spadro1,Dicrurus bracteatus,Spangled Drongo,
ritdro1,Dicrurus megarhynchus,Paradise Drongo,
hacdro1,Dicrurus hottentottus,Hair-crested Drongo,
tabdro1,Dicrurus menagei,Tablas Drongo,
hacdro9,,,
balica1,Dicrurus balicassius,Balicassiao,
ashdro1,Dicrurus leucophaeus,Ashy Drongo,
whbdro1,Dicrurus caerulescens,White-bellied Drongo,
maydro1,Dicrurus waldenii,Mayotte Drongo,
credro1,Dicrurus forficatus,Crested Drongo,
vemdro6,Dicrurus modestus,Velvet-mantled Drongo,
fotdro5,Dicrurus adsimilis,Fork-tailed Drongo,
bladro1,Dicrurus macrocercus,Black Drongo,
vemdro5,,,
fotdro4,,,
cstdro1,Dicrurus ludwigii,Square-tailed Drongo,
shidro1,Dicrurus atripennis,Shining Drongo,
wstdro1,,,
shadro1,,,
blufan1,Rhipidura superciliaris,Mindanao Blue Fantail,
visblf1,Rhipidura samarensis,Visayan Blue Fantail,
blhfan1,Rhipidura cyaniceps,Blue-headed Fantail,
visfan1,Rhipidura albiventris,Visayan Fantail,
whtfan1,Rhipidura albicollis,White-throated Fantail,
spbfan1,Rhipidura albogularis,White-spotted Fantail,
whbfan1,Rhipidura euryura,White-bellied Fantail,
whbfan2,Rhipidura aureola,White-browed Fantail,
piefan1,Rhipidura javanica,Sunda Pied Fantail,
phipif1,Rhipidura nigritorquis,Philippine Pied Fantail,
spofan1,Rhipidura perlata,Spotted Fantail,
wilwag1,Rhipidura leucophrys,Willie Wagtail,
brcfan1,Rhipidura diluta,Brown-capped Fantail,
citfan1,Rhipidura fuscorufa,Cinnamon-tailed Fantail,
norfan1,Rhipidura rufiventris,Northern Fantail,
whwfan1,Rhipidura cockerelli,White-winged Fantail,
sotfan1,Rhipidura threnothorax,Sooty Thicket Fantail,
bltfan1,Rhipidura maculipectus,Black Thicket Fantail,
wbtfan1,Rhipidura leucothorax,White-bellied Thicket Fantail,
blafan1,Rhipidura atra,Black Fantail,
chbfan1,Rhipidura hyperythra,Chestnut-bellied Fantail,
frifan1,Rhipidura albolimbata,Friendly Fantail,
gryfan1,Rhipidura albiscapa,Grey Fantail,
nezfan1,Rhipidura fuliginosa,New Zealand Fantail,
manfan1,Rhipidura phasiana,Mangrove Fantail,
brofan1,,,
dusfan1,Rhipidura tenebrosa,Makira Fantail,
renfan1,Rhipidura rennelliana,Rennell Fantail,
strfan1,,,
kanfan1,Rhipidura personata,Kadavu Fantail,
rutfan1,Rhipidura phoenicura,Rufous-tailed Fantail,
bacfan1,Rhipidura nigrocinnamomea,Black-and-cinnamon Fantail,
dimfan1,Rhipidura brachyrhyncha,Dimorphic Fantail,
palfan1,Rhipidura lepida,Palau Fantail,
stbfan1,Rhipidura dedemi,Streak-breasted Fantail,
