ebird_code,scientific_name,common_name,alpha
iheant1,Myrmotherula iheringi,Ihering's Antwren,
iiwi,Drepanis coccinea,Iiwi,IIWI
ijlwar1,Phylloscopus ijimae,Ijima's Leaf Warbler,
imewaa1,Hypocnemis flavescens,Imeri Warbling Antbird,
imispa1,Accipiter imitator,,
immant1,Hafferia immaculata,Blue-lored Antbird,
immwrb1,Pnoepyga immaculata,Nepal Cupwing,
impcor1,Leucocarbo atriceps,Imperial Shag,BECO
impeag1,Aquila heliaca,Eastern Imperial Eagle,
imppar1,Amazona imperialis,Imperial Amazon,
impsni1,Gallinago imperialis,Imperial Snipe,
impwoo1,Campephilus imperialis,Imperial Woodpecker,
inagna1,Polioptila attenboroughi,,
inawoo1,Lepidocolaptes fatimalimae,Inambari Woodcreeper,
inawoo2,Nesophlox lyrura,Inagua Woodstar,
inbkin2,Ceyx cyanopectus,Indigo-banded Kingfisher,
inbrob1,Larvivora brunnea,Indian Blue Robin,
incdov,Columbina inca,Inca Dove,INDO
incfly1,Leptopogon taczanowskii,Inca Flycatcher,
inchum1,Saucerottia cyanifrons,Indigo-capped Hummingbird,
incter1,Larosterna inca,Inca Tern,
incwre1,Pheugopedius eisenmanni,Inca Wren,
indbar1,Psilopogon annamensis,Indochinese Barbet,
indbun,Passerina cyanea,Indigo Bunting,INBU
indbus1,Ardeotis nigriceps,Great Indian Bustard,
indbus2,Mirafra erythroptera,,
indbus3,Mirafra erythrocephala,,
indcha1,Oenanthe fusca,Brown Rock Chat,
indcor1,Phalacrocorax fuscicollis,Indian Cormorant,
indcou1,Cursorius coromandelicus,Indian Courser,
indcuc1,Cuculus micropterus,Indian Cuckoo,
indcus1,Lalage polioptera,Indochinese Cuckooshrike,
indflo1,Diglossa indigotica,Indigo Flowerpiercer,
indfly1,Eumyias indigo,Indigo Flycatcher,
indful1,Fulvetta danisi,Indochinese Fulvetta,
indhon1,Lichmera limbata,,
indmac1,Anodorhynchus leari,Lear's Macaw,
indnig1,Caprimulgus asiaticus,Indian Nightjar,
indpit1,Pitta brachyura,Indian Pitta,
indrob1,Copsychus fulicatus,Indian Robin,
indrol1,,,
indrol3,Coracias affinis,Indochinese Roller,
indsil,Euodice malabarica,Indian Silverbill,
indski1,Rynchops albicollis,Indian Skimmer,
indswi1,Aerodramus unicolor,Indian Swiftlet,
indthk1,Burhinus indicus,Indian Stone-curlew,
indtit1,Machlolophus aplonotus,Indian Black-lored Tit,
indvul1,Gyps indicus,Indian Vulture,
indwhe1,Zosterops palpebrosus,Indian White-eye,
indyuh1,Staphida torqueola,Indochinese Yuhina,
inghor2,Ocyceros birostris,Indian Grey Hornbill,
ingori1,Oriolus kundoo,Indian Golden Oriole,
inirai1,Atlantisia rogersi,,
inldot2,Peltohyas australis,Inland Dotterel,
inltho1,Acanthiza apicalis,Inland Thornbill,
inpher1,Ardeola grayii,Indian Pond Heron,
insbab1,Pomatorhinus horsfieldii,Indian Scimitar Babbler,
inseag1,Clanga hastata,Indian Spotted Eagle,
insowl1,Otus bakkamoena,Indian Scops Owl,
intant1,,,
integr,Ardea intermedia,Medium Egret,
invrai1,Gallirallus wallacii,Invisible Rail,
inwpar1,Hapalopsittaca fuertesi,Fuertes's Parrot,
iphmon2,Pomarea iphis,Iphis Monarch,
iqugna1,Polioptila clementsi,Iquitos Gnatcatcher,
irabab1,Argya altirostris,Iraq Babbler,
irgjay1,Podoces pleskei,Iranian Ground Jay,
iriaka1,Sheppardia lowei,Iringa Akalat,
irilor1,Saudareos iris,,
isabuh1,Amaurornis isabellina,Isabelline Bush-hen,
isaori1,Oriolus isabellae,Isabela Oriole,
isashr1,Lanius isabellinus,Isabelline Shrike,
isawhe1,Oenanthe isabellina,Isabelline Wheatear,
isbduc1,Anas poecilorhyncha,Indian Spot-billed Duck,
iscdov1,Streptopelia bitorquata,Sunda Collared Dove,PHTD
isipig1,Ducula pistrinaria,Island Imperial Pigeon,
islfly1,Eumyias panayensis,Turquoise Flycatcher,
isllew10,Phylloscopus misoriensis,Biak Leaf Warbler,
isllew9,Phylloscopus maforensis,Numfor Leaf Warbler,
islmon1,Monarcha cinerascens,Island Monarch,
islthr1,Turdus poliocephalus,Tasman Sea Island Thrush,
islwar1,Phylloscopus poliocephalus,Island Leaf Warbler,
islwhi2,Pachycephala phaionota,Island Whistler,
issjay,Aphelocoma insularis,Island Scrub Jay,ISSJ
istwre1,Cantorchilus elutus,Isthmian Wren,
itaspa1,Passer italiae,Italian Sparrow,
itaspi1,Asthenes moreirae,Itatiaia Spinetail,
itonig1,Caprimulgus prigoginei,Prigogine's Nightjar,
itubat1,Batis ituriensis,Ituri Batis,
ivbara1,Pteroglossus azara,Ivory-billed Aracari,
ivbara3,,,
ivbpit1,Pitta maxima,Ivory-breasted Pitta,
ivbwoo,Campephilus principalis,Ivory-billed Woodpecker,IBWO
ivbwoo1,Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,
ivogul,Pagophila eburnea,Ivory Gull,IVGU
izuthr1,Turdus celaenops,Izu Thrush,
jabiru,Jabiru mycteria,Jabiru,
jabwar,Horornis diphone,Japanese Bush Warbler,JABW
jabwar1,Locustella montis,Javan Bush Warbler,
jacbuz1,Buteo rufofuscus,Jackal Buzzard,
jacfra2,Pternistis jacksoni,Jackson's Spurfowl,
jachor1,Tockus jacksoni,Jackson's Hornbill,
jacpen1,Spheniscus demersus,African Penguin,AFPE
jacsni,Lymnocryptes minimus,Jack Snipe,
jacwid1,Euplectes jacksoni,Jackson's Widowbird,
jacwin1,Microeca fascinans,Jacky Winter,
jafdov1,Ptilinopus jambu,,
jamant1,Parmoptila jamesoni,Jameson's Antpecker,
jambec1,Pachyramphus niger,Jamaican Becard,
jambla1,Nesopsar nigerrimus,Jamaican Blackbird,
jamcro1,Corvus jamaicensis,Jamaican Crow,JACR
jamela1,Myiopagis cotta,Jamaican Elaenia,JAEL
jameup1,Euphonia jamaica,Jamaican Euphonia,JAEU
jamfir1,Lagonosticta rhodopareia,Jameson's Firefinch,
jamfla1,Phoenicoparrus jamesi,James's Flamingo,
jamind1,Vidua raricola,Jambandu Indigobird,
jamlic1,Coccyzus vetula,Jamaican Lizard Cuckoo,
jamman1,Anthracothorax mango,Jamaican Mango,JAMA
jamori1,Icterus leucopteryx,Jamaican Oriole,JAOR
jamowl1,Asio grammicus,Jamaican Owl,
jampau,Siphonorhis americana,Jamaican Poorwill,
jampew1,Contopus pallidus,Jamaican Pewee,JAPE
jamspi,Spindalis nigricephala,Jamaican Spindalis,JAMS
jamtod1,Todus todus,Jamaican Tody,JATO
jamvir1,Vireo modestus,Jamaican Vireo,JAVI
jamwoo1,Melanerpes radiolatus,Jamaican Woodpecker,
janher1,Gorsachius goisagi,Japanese Night Heron,
janpar1,Aratinga jandaya,Jandaya Parakeet,
japacc1,Prunella rubida,Japanese Accentor,
japcor1,Phalacrocorax capillatus,Japanese Cormorant,
japfly1,Terpsiphone atrocaudata,Black Paradise Flycatcher,
japgro1,Eophona personata,Japanese Grosbeak,
japher1,Ardeola speciosa,Javan Pond Heron,
japmur1,Synthliboramphus wumizusume,Japanese Murrelet,
japqua,Coturnix japonica,Japanese Quail,
japrob1,Larvivora akahige,Japanese Robin,
japspa1,Accipiter gularis,,
japthr1,Turdus cardis,Japanese Thrush,
japwag1,Motacilla grandis,Japanese Wagtail,
japwax1,Bombycilla japonica,Japanese Waxwing,
japwoo1,Picus awokera,Japanese Green Woodpecker,
jasowl1,Otus semitorques,Japanese Scops Owl,
jasowl2,Otus angelinae,Javan Scops Owl,
javcoc1,Cochoa azurea,Javan Cochoa,
javcus1,Coracina javensis,Oriental Cuckooshrike,
javfla1,Chrysocolaptes strictus,Javan Flameback,
javfro2,Batrachostomus affinis,Blyth's Frogmouth,
javfro3,Batrachostomus javensis,Javan Frogmouth,
javful1,Alcippe pyrrhoptera,Javan Fulvetta,
javhae1,Nisaetus bartelsi,Javan Hawk-Eagle,
javkin1,Halcyon cyanoventris,Javan Kingfisher,
javmun1,Lonchura leucogastroides,Javan Munia,
javowl1,Glaucidium castanopterum,Javan Owlet,
javplo1,Charadrius javanicus,,
javspa,Padda oryzivora,Java Sparrow,JAVS
javtes1,Tesia superciliaris,Javan Tesia,
javtro1,Harpactes reinwardtii,,
javwht1,Myophonus glaucinus,Javan Whistling Thrush,
jaweye1,Platysteira jamesoni,Jameson's Wattle-eye,
jaweye2,Zosterops flavus,Javan White-eye,
jawpig1,Columba janthina,Black Wood Pigeon,
jelcht1,Ochthoeca jelskii,,
jerbab1,Chrysomma altirostre,Jerdon's Babbler,
jerbaz1,Aviceda jerdoni,Jerdon's Baza,
jerbus1,Saxicola jerdoni,Jerdon's Bush Chat,
jerbus2,Mirafra affinis,,
jercou1,Rhinoptilus bitorquatus,Jerdon's Courser,
jerlea1,Chloropsis jerdoni,Jerdon's Leafbird,
jernig1,Caprimulgus atripennis,Jerdon's Nightjar,
jetant1,Cercomacra nigricans,Jet Antbird,
jetman2,Chloropipo unicolor,Jet Manakin,
jfttyr1,Anairetes fernandezianus,Juan Fernandez Tit-Tyrant,
jgtwhe1,Heleia javanica,Javan Heleia,
jobman1,Manucodia jobiensis,Jobi Manucode,
jocant1,Grallaria ridgelyi,Jocotoco Antpitta,
johsun2,Cinnyris johannae,Johanna's Sunbird,
johtot1,Poecilotriccus luluae,Lulu's Tody-Flycatcher,
jopind1,Vidua maryae,Jos Plateau Indigobird,
joslor1,Charmosyna josefinae,Josephine's Lorikeet,
jottyr1,Hemitriccus iohannis,Johannes's Tody-Tyrant,
joupet,Bulweria fallax,Jouanin's Petrel,
joygre1,Chlorocichla laetissima,Joyful Greenbul,
jrswar1,Bradypterus grandis,Dja River Scrub Warbler,
jubqua1,Perdicula asiatica,Jungle Bush Quail,
juffir1,Sephanoides fernandensis,Juan Fernandez Firecrown,
jufpet,Pterodroma externa,Juan Fernandez Petrel,JFPE
junbab2,Argya striata,Jungle Babbler,
juncan1,Asthenes virgata,Junin Canastero,
jungre1,Podiceps taczanowskii,Junin Grebe,
junhao1,Ninox theomacha,Papuan Boobook,
junmyn1,Acridotheres fuscus,Jungle Myna,JUMY
junowl1,Glaucidium radiatum,Jungle Owlet,
junpri1,Prinia sylvatica,Jungle Prinia,
juntap1,Scytalopus gettyae,Junin Tapaculo,
juntit1,Baeolophus ridgwayi,Juniper Titmouse,JUTI
kagu1,Rhynochetos jubatus,Kagu,
kaicus1,Edolisoma dispar,Kai Cicadabird,
kakapo2,Strigops habroptila,,
kakawa,Paroreomyza flammea,Kakawahie,KAKA
kalgra1,Amytornis ballarae,Kalkadoon Grasswren,
kalphe,Lophura leucomelanos,Kalij Pheasant,
kamao,Myadestes myadestinus,Kamao,KAMA
kamwea1,Ploceus katangae,Katanga Masked Weaver,
kanfan1,Rhipidura personata,Kadavu Fantail,
kanhon1,Meliphacator provocator,Kadavu Honeyeater,
kanwax1,Estrilda kandti,Kandt's Waxbill,
karapa1,Apalis karamojae,Karamoja Apalis,
karbus1,Eupodotis vigorsii,,
karcha1,Emarginata schlegelii,Karoo Chat,
karlar2,Calendulauda albescens,Karoo Lark,
karpri1,Prinia maculosa,Karoo Prinia,
karthr1,Turdus smithi,Karoo Thrush,
kasfly1,Ficedula subrubra,Kashmir Flycatcher,
kasnut1,Sitta cashmirensis,Kashmir Nuthatch,
kasrob1,Cercotrichas paena,Kalahari Scrub Robin,
kasrob2,Cercotrichas coryphoeus,,
kattyr1,Hemitriccus kaempferi,Kaempfer's Tody-Tyrant,
kauama,Chlorodrepanis stejnegeri,Kauai Amakihi,KAAM
kauoo,Moho braccatus,Kauai Oo,KAOO
kawpar1,Amazona kawalli,Kawall's Amazon,
kbfdov1,Ptilinopus insolitus,Knob-billed Fruit Dove,
kbopar1,Cicinnurus regius,King Bird-of-paradise,
kea1,Nestor notabilis,Kea,
kebmot1,Electron carinatum,Keel-billed Motmot,
kebtou1,Ramphastos sulfuratus,Keel-billed Toucan,
kelgoo1,Chloephaga hybrida,Kelp Goose,
kelgul,Larus dominicanus,Kelp Gull,KEGU
kemlon1,Macrosphenus kempi,Kemp's Longbill,
kenplo1,Charadrius alexandrinus,,
kensta1,Poeoptera kenricki,Kenrick's Starling,
kenwar,Geothlypis formosa,Kentucky Warbler,KEWA
kerlau2,Montecincla fairbanki,Palani Laughingthrush,
kerlau3,Montecincla meridionalis,Ashambu Laughingthrush,
kerpet,Pterodroma neglecta,Kermadec Petrel,
kerpet2,Aphrodroma brevirostris,Kerguelen Petrel,KEPE
kersha1,Leucocarbo verrucosus,,
kerspa2,Passer rufocinctus,Kenya Sparrow,
kerter1,Sterna virgata,Kerguelen Tern,KETE
kilcis1,Cisticola bakerorum,Kilombero Cisticola,
killde,Charadrius vociferus,Killdeer,KILL
kilwea1,Ploceus burnieri,Kilombero Weaver,
kimhon1,Territornis fordiana,,
kincal1,Calyptura cristata,Kinglet Calyptura,
kineid,Somateria spectabilis,King Eider,KIEI
kinpen1,Aptenodytes patagonicus,King Penguin,KIPE
kinrai2,Rallus tenuirostris,Aztec Rail,
kinrai4,Rallus elegans,King Rail,KIRA
kinvul1,Sarcoramphus papa,King Vulture,
kioea,Chaetoptila angustipluma,Kioea,
kirsan1,Prosobonia cancellata,Kiritimati Sandpiper,
kirwar,Setophaga kirtlandii,Kirtland's Warbler,KIWA
kirwhe1,Zosterops kirki,Kirk's White-eye,
kitmur,Brachyramphus brevirostris,Kittlitz's Murrelet,KIMU
kitplo1,Charadrius pecuarius,,
klaant1,Myrmotherula klagesi,Klages's Antwren,
klaant2,Drymophila klagesi,Klages's Antbird,
klacuc1,Chrysococcyx klaas,Klaas's Cuckoo,
klblar1,Certhilauda subcoronata,Karoo Long-billed Lark,
klolew1,Phylloscopus ogilviegranti,Kloss's Leaf Warbler,
knohor1,Rhyticeros cassidix,Knobbed Hornbill,
knswar1,Bradypterus sylvaticus,Knysna Warbler,
knytur1,Tauraco corythaix,Knysna Turaco,
knywoo1,Campethera notata,Knysna Woodpecker,
koeher1,Phaethornis koepckeae,Koepcke's Hermit,
koesco1,Megascops koepckeae,Koepcke's Screech Owl,
kokako3,Callaeas wilsoni,North Island Kokako,
kokako4,Callaeas cinereus,South Island Kokako,
kokphe1,Pucrasia macrolopha,Koklass Pheasant,
kongro,Chloridops kona,Kona Grosbeak,
kopkin1,Tanysiptera ellioti,Kofiau Paradise Kingfisher,
kopwar1,Euryptila subcinnamomea,Cinnamon-breasted Warbler,
korbus1,Ardeotis kori,Kori Bustard,
korfly1,Ficedula zanthopygia,Yellow-rumped Flycatcher,
korlar1,Mirafra cordofanica,Kordofan Lark,
korspa1,Passer cordofanicus,Kordofan Sparrow,
koscra1,Zapornia monasa,Kosrae Crake,
kosfrd1,Ptilinopus hernsheimi,Kosrae Fruit Dove,
kospar1,Pteridophora alberti,King of Saxony Bird-of-paradise,
kossta1,Aplonis corvina,Kosrae Starling,
koswhe1,Zosterops cinereus,Kosrae White-eye,
krelon1,Macrosphenus kretschmeri,Kretschmer's Longbill,
krunut1,Sitta krueperi,Krüper's Nuthatch,
kuhlor1,Vini kuhlii,Kuhl's Lorikeet,
kullew1,Phylloscopus amoenus,Kolombangara Leaf Warbler,
kulmon1,Symposiachrus browni,Kolombangara Monarch,
kulwhe1,Zosterops murphyi,Kolombangara White-eye,
kunapa1,Apalis argentea,Kungwe Apalis,
kurthr1,Turdus libonyana,Kurrichane Thrush,
kvbsun1,Anthreptes orientalis,Eastern Violet-backed Sunbird,
kwqdov,Geotrygon chrysia,Key West Quail-Dove,KWQD
laaphe1,Chrysolophus amherstiae,Lady Amherst's Pheasant,
labant1,Herpsilochmus longirostris,Large-billed Antwren,
labcro1,Corvus macrorhynchos,Large-billed Crow,
labcro3,,,
labcro4,,,
labduc,Camptorhynchus labradorius,Labrador Duck,
labger1,Gerygone magnirostris,Large-billed Gerygone,
lablar1,Galerida magnirostris,Large-billed Lark,
labpuf1,Dryoscopus sabini,Sabine's Puffback,
labrew1,Acrocephalus orinus,Large-billed Reed Warbler,
labscr2,Sericornis magnirostra,Large-billed Scrubwren,
labter1,Phaetusa simplex,Large-billed Tern,
labwoo,Dryobates scalaris,Ladder-backed Woodpecker,LBWO
lacwoo1,Picus vittatus,Laced Woodpecker,
laffin1,Pezopetes capitalis,Large-footed Finch,
lafpar1,Psittaculirostris desmarestii,,
lafpic1,Picumnus lafresnayi,Lafresnaye's Piculet,
laftap1,Scytalopus macropus,Large-footed Tapaculo,
lafvan1,Xenopirostris xenopirostris,Lafresnaye's Vanga,
lafvul1,Torgos tracheliotos,Lappet-faced Vulture,
lagbab2,Argya malcolmi,Large Grey Babbler,
lagbus1,Malaconotus lagdeni,Lagden's Bushshrike,
lagfal1,Falco jugger,Laggar Falcon,
lagfin1,Geospiza magnirostris,Large Ground Finch,
lagpig1,Treron capellei,Large Green Pigeon,
lahfla2,Ramphotrigon megacephalum,Large-headed Flatbill,
lakduc1,Oxyura vittata,Lake Duck,
lalbru1,Coryphistera alaudina,Lark-like Brushrunner,
lalbun1,Emberiza impetuani,Lark-like Bunting,
lalmaw1,Ploceus ruweti,Lufira Masked Weaver,
lammer1,Gypaetus barbatus,Bearded Vulture,
lamtan1,Anisognathus lacrymosus,Lacrimose Mountain Tanager,
lanfal1,Falco biarmicus,Lanner Falcon,
lanhoo,Dysmorodrepanis munroi,Lanai Hookbill,
lanmon1,Micromonacha lanceolata,Lanceolated Monklet,
lanwar,Locustella lanceolata,Lanceolated Warbler,LANW
laplon,Calcarius lapponicus,Lapland Longspur,LALO
larblf1,Cyornis magnirostris,Large Blue Flycatcher,
larbun,Calamospiza melanocorys,Lark Bunting,LARB
larcaf2,Geospiza conirostris,Espanola Cactus Finch,
larcus1,Coracina macei,Indian Cuckooshrike,
larela1,Elaenia spectabilis,Large Elaenia,
larfro1,Batrachostomus auritus,Large Frogmouth,
larhac1,Hierococcyx bocki,Dark Hawk-Cuckoo,
larhac2,Hierococcyx sparverioides,Large Hawk-Cuckoo,
larnil1,Niltava grandis,Large Niltava,
larscr1,Sericornis nouhuysi,Large Scrubwren,
larspa,Chondestes grammacus,Lark Sparrow,LASP
larwoo1,Tephrodornis virgatus,Large Woodshrike,
lasbab1,Erythrogenys hypoleucos,Large Scimitar Babbler,
lasfly,Myiarchus sagrae,La Sagra's Flycatcher,LSFL
lasthr1,Turdus swalesi,La Selle Thrush,
latant1,Mackenziaena leachii,Large-tailed Antshrike,
latdov1,Leptotila megalura,Yungas Dove,
latfin1,Camarhynchus psittacula,Large Tree Finch,
latlar1,Mirafra cheniana,Melodious Lark,
latman1,Chiroxiphia lanceolata,Lance-tailed Manakin,
latnig1,Hydropsalis climacocerca,Ladder-tailed Nightjar,
latnig2,Caprimulgus macrurus,Large-tailed Nightjar,
latsni1,Gallinago hardwickii,Latham's Snipe,
lattro1,Trogon clathratus,Lattice-tailed Trogon,
laudov1,Streptopelia senegalensis,,
laufal1,Herpetotheres cachinnans,Laughing Falcon,
laugul,Leucophaeus atricilla,Laughing Gull,LAGU
laukoo1,Dacelo novaeguineae,Laughing Kookaburra,
lauowl1,Sceloglaux albifacies,,
laupig1,Columba junoniae,Laurel Pigeon,
lauwow1,Phylloscopus laurae,Laura's Woodland Warbler,
lavgul1,Leucophaeus fuliginosus,Lava Gull,
lavwax,Glaucestrilda caerulescens,Lavender Waxbill,
lawbab1,Turdinus macrodactylus,Large Wren-Babbler,
laweye1,Zosterops explorator,Fiji White-eye,
lawgol,Spinus lawrencei,Lawrence's Goldfinch,LAGO
lawpar1,Parotia lawesii,Lawes's Parotia,
lawpar2,,,
lawthr1,Turdus lawrencii,Lawrence's Thrush,
layalb,Phoebastria immutabilis,Laysan Albatross,LAAL
layduc,Anas laysanensis,Laysan Duck,LADU
layfin,Telespiza cantans,Laysan Finch,LAFI
laypar1,Psittacula calthrapae,Layard's Parakeet,
layrai,Zapornia palmeri,Laysan Rail,
laywar2,Curruca layardi,Layard's Warbler,
lazbun,Passerina amoena,Lazuli Bunting,LAZB
lazkin1,Todiramphus lazuli,Lazuli Kingfisher,
lazsab1,Campylopterus falcatus,Lazuline Sabrewing,
lbbgul,Larus fuscus,Lesser Black-backed Gull,LBBG
lbbwar1,Locustella major,Long-billed Bush Warbler,
lbegls2,,,
lbesta1,Lamprotornis chloropterus,Lesser Blue-eared Starling,
lblwar1,Phylloscopus magnirostris,Large-billed Leaf Warbler,
lbopar1,Paradisaea minor,Lesser Bird-of-paradise,
lbsfin1,Sporophila crassirostris,Large-billed Seed Finch,
lbwbab1,Napothera malacoptila,Long-billed Wren-Babbler,
lbweye2,Rukia longirostra,Long-billed White-eye,
lcptyr1,Lophotriccus eulophotes,Long-crested Pygmy Tyrant,
lcspet,Hydrobates leucorhous,Leach's Storm Petrel,LHSP
leaant1,Myrmotherula assimilis,Leaden Antwren,
leaauk,Aethia pusilla,Least Auklet,LEAU
leabit,Ixobrychus exilis,,
leabul1,Loxigilla noctis,Lesser Antillean Bullfinch,LESB
leaflo1,Phyllastrephus scandens,Leaf-love,
leafly,Empidonax minimus,Least Flycatcher,LEFL
leafly1,Myiarchus oberi,Lesser Antillean Flycatcher,LESF
leafly2,Myiagra rubecula,Leaden Flycatcher,
leagre,Tachybaptus dominicus,Least Grebe,LEGR
leahon1,Ptiloprora plumbea,Leaden Honeyeater,
leahon2,Indicator exilis,Least Honeyguide,
leanig1,Chordeiles pusillus,Least Nighthawk,
leapau1,Siphonorhis brewsteri,Least Poorwill,
leapew1,Contopus latirostris,Lesser Antillean Pewee,LAPE
leapyo1,Glaucidium minutissimum,East Brazilian Pygmy Owl,
leasal1,Saltator albicollis,Lesser Antillean Saltator,
leasan,Calidris minutilla,Least Sandpiper,LESA
leasee1,Thinocorus rumicivorus,Least Seedsnipe,
leastp2,Hydrobates cheimomnestes,Ainley's Storm Petrel,
leastp5,Hydrobates socorroensis,Townsend's Storm Petrel,
leaswi1,Chaetura martinica,Lesser Antillean Swift,
leatan1,Stilpnia cucullata,Lesser Antillean Tanager,
leater1,Sternula antillarum,Least Tern,LETE
lebber1,Melanocharis longicauda,Mid-mountain Berrypecker,
lebcou1,Centropus bernsteini,Black-billed Coucal,
lebcro1,Sylvietta denti,Lemon-bellied Crombec,
lebfly2,Conopias cinchoneti,Lemon-browed Flycatcher,
lebfly3,Microeca flavigaster,Lemon-bellied Flyrobin,
lebsee1,Crithagra citrinipectus,Lemon-breasted Canary,
lebwhe2,Zosterops flavissimus,Wakatobi White-eye,
lecgre2,Hylophilus thoracicus,Lemon-chested Greenlet,
lecspa,Ammospiza leconteii,LeConte's Sparrow,LCSP
lecter2,Thalasseus bengalensis,Lesser Crested Tern,
lecthr,Toxostoma lecontei,LeConte's Thrasher,LCTH
lefeag1,Haliaeetus humilis,,
legcuc1,Morococcyx erythropygus,Lesser Ground Cuckoo,
leglea1,Chloropsis cyanopogon,Lesser Green Leafbird,
legrob1,Amalocichla incerta,Lesser Ground Robin,
legshr2,Lanius minor,Lesser Grey Shrike,
lehlar1,Alaemon hamertoni,Lesser Hoopoe-Lark,
lekfin,Rhodacanthis flaviceps,Lesser Koa Finch,
lemdov2,Columba larvata,,
lemowl1,Tyto sororcula,,
lenlau1,Garrulax monileger,Lesser Necklaced Laughingthrush,
lepchi,Tympanuchus pallidicinctus,Lesser Prairie Chicken,
lesadj1,Leptoptilos javanicus,Lesser Adjutant,
lesaki,Akialoa obscura,Lesser Akialoa,
lesbop1,Lophorina minor,Lesser Lophorina,
lesbri2,Bleda notatus,Yellow-lored Bristlebill,
lescou1,Centropus bengalensis,Lesser Coucal,
lescuc1,Cuculus poliocephalus,Lesser Cuckoo,
lescus1,Lalage fimbriata,Lesser Cuckooshrike,
leseag1,Clanga pomarina,Lesser Spotted Eagle,
lesela1,Elaenia chiriquensis,Lesser Elaenia,
lesfla1,Phoeniconaias minor,Lesser Flamingo,
lesflo2,Sypheotides indicus,Lesser Florican,
lesfri,Fregata ariel,Lesser Frigatebird,LEFR
lesgol,Spinus psaltria,Lesser Goldfinch,LEGO
lesgre1,Pachysylvia decurtata,Lesser Greenlet,
lesgrf1,Emberizoides ypiranganus,Lesser Grass Finch,
leshon1,Indicator minor,Lesser Honeyguide,
leshor1,Furnarius minor,Lesser Hornero,
lesjac1,Microparra capensis,Lesser Jacana,
leskes1,Falco naumanni,Lesser Kestrel,
leskis1,Pitangus lictor,,
lesmaw1,Ploceus intermedius,Lesser Masked Weaver,
lesmel1,Melampitta lugubris,Lesser Melampitta,
lesmoo1,Paragallinula angulata,Lesser Moorhen,
lesnig,Chordeiles acutipennis,Lesser Nighthawk,LENI
lesnod1,Anous tenuirostris,Lesser Noddy,
lesnot1,Nothura minor,Lesser Nothura,
lesowl1,,,
lesplo,Charadrius mongolus,,
lesred1,Acanthis cabaret,,
lesrhe2,Rhea pennata,Lesser Rhea,
lesroa1,Geococcyx velox,Lesser Roadrunner,
lessca,Aythya affinis,Lesser Scaup,LESC
lessee1,Pyrenestes minor,Lesser Seedcracker,
lessee2,Sporophila bouvronides,Lesson's Seedeater,
lessho1,Brachypteryx leucophris,Lesser Shortwing,
lessht1,Agriornis murinus,Lesser Shrike-Tyrant,
lessts1,Cecropis abyssinica,Lesser Striped Swallow,
lestan,Chlorothraupis olivacea,Lemon-spectacled Tanager,
lesvio1,Colibri cyanotus,Lesser Violetear,
leswar1,Acrocephalus gracilirostris,Lesser Swamp Warbler,
leswhi1,,,
leswoo1,Dryobates minor,Lesser Spotted Woodpecker,
leswoo2,Xiphorhynchus fuscus,Lesser Woodcreeper,
leswoo4,Xiphorhynchus atlanticus,Ceara Woodcreeper,
lesyel,Tringa flavipes,Lesser Yellowlegs,LEYE
lesyel1,Picus chlorolophus,Lesser Yellownape,
letara1,Pteroglossus inscriptus,Lettered Aracari,
letbar1,Eubucco richardsoni,Lemon-throated Barbet,
letwar1,Phylloscopus cebuensis,Lemon-throated Leaf Warbler,
levcuc1,Clamator levaillantii,Levaillant's Cuckoo,
levshe1,Puffinus yelkouan,Mediterranean Shearwater,
levspa1,Accipiter brevipes,,
levwoo1,Picus vaillantii,Levaillant's Woodpecker,
lewduc1,Dendrocygna javanica,Lesser Whistling Duck,
lewhon1,Meliphaga lewinii,Lewin's Honeyeater,
lewkit1,Elanus scriptus,Letter-winged Kite,
lewrai1,Lewinia pectoralis,Lewin's Rail,
lewtyr1,Stigmatura napensis,Lesser Wagtail-Tyrant,
lewwoo,Melanerpes lewis,Lewis's Woodpecker,LEWO
libbus1,Eupodotis humilis,,
libcor1,Phalacrocorax sulcirostris,Little Black Cormorant,
libcuc1,Chrysococcyx minutillus,,
libeat1,Merops pusillus,Little Bee-eater,
libher,Egretta caerulea,Little Blue Heron,LBHE
liblar1,Heteromirafra archeri,Archer's Lark,
librol2,Coracias caudatus,Lilac-breasted Roller,
licdov1,Macropygia ruficeps,Little Cuckoo-Dove,
licpar,Amazona finschi,Lilac-crowned Amazon,
licsan1,Pterocles lichtensteinii,Lichtenstein's Sandgrouse,
licspi1,Cranioleuca albiceps,Light-crowned Spinetail,
licspi2,,,
lidjay1,Garrulus lidthi,Lidth's Jay,
lifcan1,Asthenes urubambensis,Line-fronted Canastero,
liffal1,Micrastur gilvicollis,Lined Forest Falcon,
lifgle1,Syndactyla subalaris,Lineated Foliage-gleaner,
ligfly2,Muscicapa epulata,Little Grey Flycatcher,
ligpig1,Treron olax,Little Green Pigeon,
ligsun2,Anthreptes seimundi,Little Green Sunbird,
ligtyr1,Syrtidicola fluviatilis,Little Ground Tyrant,
ligwoo1,Campethera maculosa,Green-backed Woodpecker,
ligwoo3,Chloropicus elachus,,
liifin1,Incaspiza watkinsi,Little Inca Finch,
likwhe1,Zosterops uropygialis,Kai Kecil White-eye,
lilkin1,Cittura cyanotis,Sulawesi Lilac Kingfisher,
